pedon_Key,User_pedon_ID,peiid,soil_name,class_type,classification_name,pedlabsampnum,site_key,project_key,siteiid,usiteid,Primary_Lab_Report,pedon_Description_Report,Soil_Profile,Soil_web,country_code,country_name,state_code,state_name,county_code,county_name,mlra_code,mlra_name,ssa_code,ssa_name,lat,long
6619,77ND001006,119659,lawther,series,"Fine, smectitic, frigid Vertic Haploborolls",78P0151,6619,183,117915,S1977ND001006,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6619&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=77ND001006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=119659,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=46.1417,-102.886",US,United States,ND,North Dakota,ND001,Adams,54,Rolling Soft Shale Plain,ND001,"Adams County, North Dakota",46.141666400,-102.885559100
6620,77ND001007,119660,cabba,series,"Loamy, mixed, superactive, calcareous, frigid, shallow Typic Ustorthents",78P0152,6620,183,117916,S1977ND001007,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6620&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=77ND001007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=119660,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.9856,-102.232",US,United States,ND,North Dakota,ND001,Adams,54,Rolling Soft Shale Plain,ND001,"Adams County, North Dakota",45.985553700,-102.232223500
6621,77ND001008,119661,amor,series,"Fine-loamy, mixed, superactive, frigid Typic Haploborolls",78P0153,6621,183,117917,S1977ND001008,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6621&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=77ND001008,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=119661,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.9858,-102.232",US,United States,ND,North Dakota,ND001,Adams,54,Rolling Soft Shale Plain,ND001,"Adams County, North Dakota",45.985832200,-102.231666600
6622,77ND001009,119662,arnegard,series,"Fine-loamy, mixed, frigid Pachic Haploborolls",78P0154,6622,183,117918,S1977ND001009,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6622&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=77ND001009,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=119662,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.9869,-102.232",US,United States,ND,North Dakota,ND001,Adams,54,Rolling Soft Shale Plain,ND001,"Adams County, North Dakota",45.986946100,-102.231666600
6623,1977ND001010,1120460,flasher,series,"Mixed, frigid, shallow Typic Ustipsamments",78P0155,6623,183,1129755,1977ND001010,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6623&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=1977ND001010,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=1120460,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.9986,-102.167",US,United States,ND,North Dakota,ND001,Adams,54,Rolling Soft Shale Plain,ND001,"Adams County, North Dakota",45.998611100,-102.166944400
6624,77ND001011,119664,beisigl,series,"Mixed, frigid Typic Ustipsamments",78P0156,6624,183,117920,S1977ND001011,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6624&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=77ND001011,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=119664,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.9986,-102.165",US,United States,ND,North Dakota,ND001,Adams,54,Rolling Soft Shale Plain,ND001,"Adams County, North Dakota",45.998611500,-102.164718600
6625,77ND001012,119665,lihen,series,"Sandy, mixed, frigid Entic Haploborolls",78P0157,6625,183,117921,S1977ND001012,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6625&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=77ND001012,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=119665,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.9989,-102.165",US,United States,ND,North Dakota,ND001,Adams,54,Rolling Soft Shale Plain,ND001,"Adams County, North Dakota",45.998889900,-102.164718600
6669,S1977TX047002,110740,falfurrias,series,"Mixed, hyperthermic Typic Ustipsamments",78P0206,6669,198,110726,S1977TX047002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6669&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1977TX047002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110740,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=27.1861,-98.3033",US,United States,TX,Texas,TX047,Brooks,83C,Central Rio Grande Plain,TX047,"Brooks County, Texas",27.186111500,-98.303337100
6670,77TX047003,119674,padrones,series,"Loamy, mixed, superactive, hyperthermic Arenic Natrustalfs",78P0207,6670,198,117930,S1977TX047003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6670&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=77TX047003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=119674,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=26.98,-98",US,United States,TX,Texas,TX047,Brooks,83C,Central Rio Grande Plain,TX047,"Brooks County, Texas",26.979999500,-98.000000000
6671,77TX047004,880297,falfurrias,series,"Mixed, hyperthermic Typic Ustipsamments",78P0208,6671,198,117931,S1977TX047004,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6671&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=77TX047004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=880297,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=27,-97.9867",US,United States,TX,Texas,TX047,Brooks,83C,Central Rio Grande Plain,TX047,"Brooks County, Texas",27.000000000,-97.986663800
6720,78WA039001,1072595,conboy,series,"Medial over clayey, amorphic over smectitic, nonacid, frigid Thaptic Endoaquands",78P0257,6720,205,117956,S1978WA039001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6720&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=78WA039001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=1072595,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.9608,-121.303",US,United States,WA,Washington,WA039,Klickitat,6,"Cascade Mountains, Eastern Slope",WA639,"Klickitat County Area, Washington",45.960835000,-121.303464000
6721,78WA039002,1072596,glen,series,"Ashy, amorphic, frigid Humic Vitrixerands",78P0258,6721,205,117957,S1978WA039002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6721&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=78WA039002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=1072596,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.9997,-121.317",US,United States,WA,Washington,WA039,Klickitat,6,"Cascade Mountains, Eastern Slope",WA676,"Yakama Nation Closed Area, Washington, Parts of Klickitat and Yakima Counties",45.999739900,-121.317111800
6722,78WA039003,119702,kingtain,taxadjunct,"Ashy-skeletal, amorphic, frigid Humic Vitrixerands",78P0259,6722,205,117958,S1978WA039003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6722&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=78WA039003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=119702,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=46.0431,-121.432",US,United States,WA,Washington,WA039,Klickitat,6,"Cascade Mountains, Eastern Slope",WA639,"Klickitat County Area, Washington",46.043056500,-121.431945800
6723,78WA039004,1072597,segidal,series,"Coarse-loamy, mixed, superactive, frigid Typic Petraquepts",78P0260,6723,205,117959,S1978WA039004,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6723&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=78WA039004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=1072597,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.985,-121.292",US,United States,WA,Washington,WA039,Klickitat,6,"Cascade Mountains, Eastern Slope",WA676,"Yakama Nation Closed Area, Washington, Parts of Klickitat and Yakima Counties",45.984999400,-121.291946400
6777,78NC183002,956024,appling,taxadjunct,"Very-fine, parasesquic, thermic Typic Kanhapludult",78P0314,6777,210,974318,78NC183002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6777&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=78NC183002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=956024,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=35.75,-78.75",US,United States,NC,North Carolina,NC183,Wake,136,Southern Piedmont,NC183,"Wake County, North Carolina",35.750000000,-78.750000000
6812,S1978VT025010,110954,berkshire,taxadjunct,"Coarse-loamy, mixed, frigid Typic Dystrochrepts",78P0349,6812,216,110940,S1978VT025010,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6812&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978VT025010,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110954,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=42.9125,-72.6708",US,United States,VT,Vermont,VT025,Windham,144B,"New England and Eastern New York Upland, Northern Part",VT025,"Windham County, Vermont",42.912498500,-72.670829800
6820,S1978LA067001,110083,libuse,series,"Fine-silty, siliceous, thermic Typic Fragiudalfs",78P0357,6820,219,110069,S1978LA067001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6820&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978LA067001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110083,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=32.97,-91.9547",US,United States,LA,Louisiana,LA067,Morehouse,134,Southern Mississippi Valley Loess,LA067,"Morehouse Parish, Louisiana",32.970001200,-91.954719500
6821,S1978LA067002,110084,debute,series,"Fine-silty, mixed, thermic Typic Fragiudults",78P0358,6821,219,110070,S1978LA067002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6821&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978LA067002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110084,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=32.9042,-91.8875",US,United States,LA,Louisiana,LA067,Morehouse,134,Southern Mississippi Valley Loess,LA067,"Morehouse Parish, Louisiana",32.904167200,-91.887496900
6822,S1978LA067003,110085,bussy,series,"Fine-silty, siliceous, thermic Typic Fragiudalfs",78P0359,6822,219,110071,S1978LA067003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6822&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978LA067003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110085,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=32.9786,-91.8414",US,United States,LA,Louisiana,LA067,Morehouse,134,Southern Mississippi Valley Loess,LA067,"Morehouse Parish, Louisiana",32.978611000,-91.841392500
6823,S1978LA067004,110086,tillou,series,"Fine-silty, mixed, thermic Aquic Glossudalfs",78P0360,6823,219,110072,S1978LA067004,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6823&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978LA067004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110086,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=32.9897,-91.7553",US,United States,LA,Louisiana,LA067,Morehouse,134,Southern Mississippi Valley Loess,LA067,"Morehouse Parish, Louisiana",32.989723200,-91.755279500
6824,S1978LA067005,110087,snd,NULL,"Fine-silty, mixed Glossaquic Paleudalfs",78P0361,6824,219,110073,S1978LA067005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6824&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978LA067005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110087,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=32.9992,-91.7236",US,United States,LA,Louisiana,LA067,Morehouse,134,Southern Mississippi Valley Loess,LA067,"Morehouse Parish, Louisiana",32.999168400,-91.723609900
6825,78SD053009,119710,okaton,series,"Clayey, smectitic, mesic, shallow Typic Ustorthents",78P0362,6825,220,117966,S1978SD053009,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6825&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=78SD053009,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=119710,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.3944,-99.1875",US,United States,SD,South Dakota,SD053,Gregory,63B,Southern Rolling Pierre Shale Plains,SD053,"Gregory County, South Dakota",43.394443500,-99.187500000
6826,78SD053010,119711,lakoma,series,"Fine, mixed, mesic Typic Ustochrepts",78P0363,6826,220,117967,S1978SD053010,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6826&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=78SD053010,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=119711,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.3944,-99.2078",US,United States,SD,South Dakota,SD053,Gregory,63B,Southern Rolling Pierre Shale Plains,SD053,"Gregory County, South Dakota",43.394443500,-99.207778900
6827,78SD053011,119712,labu,series,"Very-fine, smectitic, mesic Vertic Ustochrepts",78P0364,6827,220,117968,S1978SD053011,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6827&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=78SD053011,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=119712,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4158,-99.3153",US,United States,SD,South Dakota,SD053,Gregory,63B,Southern Rolling Pierre Shale Plains,SD053,"Gregory County, South Dakota",43.415832500,-99.315277100
6828,78SD053012,119713,sansarc,series,"Clayey, smectitic, calcareous, mesic, shallow Typic Ustorthents",78P0365,6828,220,117969,S1978SD053012,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6828&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=78SD053012,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=119713,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4158,-99.3194",US,United States,SD,South Dakota,SD053,Gregory,63B,Southern Rolling Pierre Shale Plains,SD053,"Gregory County, South Dakota",43.415832500,-99.319442700
6837,S1978IN117010,110016,zanesville,series,"Fine-silty, mixed Typic Fragiudalfs",78P0374,6837,224,110002,S1978IN117010,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6837&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978IN117010,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110016,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.6086,-86.5156",US,United States,IN,Indiana,IN117,Orange,120,Kentucky and Indiana Sandstone and Shale Hills and Valleys,IN117,"Orange County, Indiana",38.608612100,-86.515556300
6838,2016IN117005,1108225,wellston,series,"Fine-silty, mixed, active, mesic Ultic Hapludalfs",78P0375,6838,224,110003,S1978IN117011,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6838&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=2016IN117005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=1108225,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.6083,-86.5194",US,United States,IN,Indiana,IN117,Orange,120B,"Kentucky and Indiana Sandstone and Shale Hills and Valleys, Northwestern Part",IN117,"Orange County, Indiana",38.608333600,-86.519447300
6839,S1978IN117012,110018,crider,taxadjunct,"Fine-loamy over clayey, mixed, mesic Typic Paleudalfs",78P0376,6839,224,110004,S1978IN117012,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6839&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978IN117012,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110018,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.61,-86.5197",US,United States,IN,Indiana,IN117,Orange,122,Highland Rim and Pennyroyal,IN117,"Orange County, Indiana",38.610000600,-86.519722000
6840,S1978IN117013,110019,crider,series,"Fine-silty, mixed, mesic Typic Paleudalfs",78P0377,6840,224,110005,S1978IN117013,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6840&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978IN117013,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110019,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.6164,-86.5236",US,United States,IN,Indiana,IN117,Orange,122,Highland Rim and Pennyroyal,IN117,"Orange County, Indiana",38.616390200,-86.523613000
6841,S1978IN117014,110020,tilsit,series,"Fine-silty, mixed, semiactive, mesic Typic Fragiudalf",78P0378,6841,224,110006,S1978IN117014,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=6841&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978IN117014,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110020,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.6156,-86.5136",US,United States,IN,Indiana,IN117,Orange,120,Kentucky and Indiana Sandstone and Shale Hills and Valleys,IN117,"Orange County, Indiana",38.615554800,-86.513610800
